# wubi phrase dictionary (converted from rime)
# format: phrase	code	freq
下药	ghax	757614
一辈子	ghbb	33660705
下子	ghbb	4686682
一点也不	ghbd	13007529
正职	ghbk	724847
下院	ghbp	922442
一目了然	ghbq	6364752
下陷	ghbq	958188
下降	ghbt	73974117
下联	ghbu	2631294
下限	ghbv	20851764
下坠	ghbw	2591576
焉能	ghce	1032658
正对	ghcf	4130635
下马	ghcg	3256847
下台	ghck	5540611
下巴	ghcn	8340705
下顾	ghdb	133054
正大	ghdd	9641458
焉有	ghde	648390
下唇	ghdf	1737647
玷辱	ghdf	169792
下厨	ghdg	1509270
正在	ghdh	293910588
下面	ghdl	223411764
正面	ghdl	53817411
下页	ghdm	38724705
正盛	ghdn	752649
下达	ghdp	10028705
正确	ghdq	124117647
正厅	ghds	812225
丐帮	ghdt	3306494
与此有关	ghdu	1320611
下期	ghdw	3068188
正月	ghee	12808941
下月	ghee	10723764
下肢	ghef	6195952
下边	ghep	5103717
下腹	ghet	1737647
下载	ghfa	708960000
下地	ghfb	5818635
下坡	ghfb	1956094
下去	ghfc	104258823
政协	ghfe	23731294
政坛	ghff	2323482
下雨	ghfg	15489882
下士	ghfg	5282447
正直	ghfh	36341647
下井	ghfj	1052517
正南	ghfm	620588
下场	ghfn	10326588
下过	ghfp	3167482
一目十行	ghft	287952
下雪	ghfv	9442870
平步青云	ghgf	1261035
一点一滴	ghgi	2383058
正理	ghgj	566969
正事	ghgk	2402917
正副	ghgk	1727717
政事	ghgk	1539058
正规	ghgm	25320000
正与	ghgn	5361882
下列	ghgq	60172235
琥珀	ghgr	9899623
更上一层楼	ghgs	2641223
一颦一笑	ghgt	636475
下来	ghgu	169792941
一步到位	ghgw	2343341
下毒	ghgx	1737647
下班	ghgy	25915764
下辈	ghhd	137025
一步步	ghhh	9562023
下步	ghhh	1658211
正步	ghhh	1151811
一点点	ghhk	21944000
正点	ghhk	2184470
正餐	ghhq	1697929
一眨眼	ghhv	1678070
正眼	ghhv	832084
下江	ghia	367388
政治	ghic	318734117
下浮	ghie	978047
政法	ghif	15291294
玷污	ghif	3941976
正法	ghif	2065317
下水	ghii	9125129
下滑	ghim	15688470
正常	ghip	204545882
政党	ghip	7337835
下沉	ghip	3495152
正派	ghir	3912188
下酒	ghis	884710
下海	ghit	3326352
正当	ghiv	30582588
下流	ghiy	12709647
下游	ghiy	12312470
下注	ghiy	2949035
下野	ghjf	2134823
正是	ghjg	76952941
正题	ghjg	2899388
正电	ghjn	119152
五步蛇	ghjp	42895
正果	ghjs	1946164
下跌	ghkh	27305882
正中	ghkh	6553411
正路	ghkh	3485223
下跪	ghkh	3117835
正品	ghkk	31972705
下颚	ghkk	875774
下咽	ghkl	459731
正史	ghkr	1876658
正畸	ghld	604701
下车	ghlg	15986352
下回	ghlk	4110776
下田	ghll	3485223
正轨	ghlv	1658211
政界	ghlw	3743388
正骨	ghme	478597
下周	ghmf	12213176
下同	ghmg	3097976
下贱	ghmg	284974
下帖	ghmh	185680
与此同时	ghmj	21745411
下岗	ghmm	14199058
下山	ghmm	8718023
政见	ghmq	1141882
正殿	ghna	818183
正剧	ghnd	821162
下层	ghnf	3475294
下情	ghng	455760
下蛋	ghnh	1280894
下届	ghnm	1052517
政局	ghnn	12908235
下属	ghnt	20156705
下发	ghnt	9413082
政改	ghnt	659312
正忙	ghny	2392988
正业	ghoh	395190
正火	ghoo	254192
下床	ghos	4279576
正数	ghov	543138
政府	ghow	516329411
正字	ghpb	516329
一步之遥	ghpe	2095105
正宗	ghpf	18766588
下定	ghpg	8320847
政审	ghpj	576898
正宫	ghpk	285967
下官	ghpn	761585
政客	ghpt	5451247
正被	ghpu	4905129
正视	ghpy	12213176
正色	ghqc	2561788
下角	ghqe	7725082
下旬	ghqj	18369411
正名	ghqk	2929176
正负	ghqm	1241176
下饭	ghqn	877760
下铺	ghqs	639454
一点儿	ghqt	7000235
正反	ghrc	2641223
下拜	ghrd	454767
下操	ghrk	62456
下摆	ghrl	1191529
下探	ghrp	3405788
下手	ghrt	30880470
正气	ghrt	5481035
下拉	ghru	5768988
亚非拉	ghru	315755
下挫	ghrw	4130635
正极	ghsb	402141
政权	ghsc	22142588
下棋	ghsd	3296564
下标	ghsf	3475294
正本	ghsg	3505082
正想	ghsh	7715152
下档	ghsi	362423
下榻	ghsj	2204329
正可	ghsk	629524
下楼	ghso	7039952
与此相反	ghsr	1896517
与此相关	ghsu	1578776
正要	ghsv	11220235
政要	ghsv	2710729
下机	ghsw	508385
正楷	ghsx	440865
下述	ghsy	3296564
正逢	ghtd	1211388
政敌	ghtd	407105
政务	ghte	67023529
下笔	ghte	1529129
下午	ghtf	156884705
正午	ghtf	4815764
下等	ghtf	2780235
正待	ghtf	2055388
下垂	ghtg	4349082
政制	ghtg	529237
正版	ghth	76952941
正牌	ghth	1439764
焉得	ghtj	517322
正和	ghtk	7099529
下身	ghtm	7427200
正身	ghtm	979040
下称	ghtq	2224188
政策	ghts	395190588
下盘	ghtu	907548
下乘	ghtu	411077
政委	ghtv	3018541
万紫千红	ghtx	792367
下头	ghud	1926305
下疳	ghuf	439872
下半	ghug	5232800
一瞬间	ghuj	14794823
下单	ghuj	9313788
下部	ghuk	14695529
下端	ghum	1777364
下次	ghuq	49448470
正交	ghur	784423
正道	ghut	4279576
正北	ghux	567962
正门	ghuy	2253976
正好	ghvb	36639529
正如	ghvk	27107294
下刀	ghvn	872795
下嫁	ghvp	1300752
正值	ghwf	7298117
正传	ghwf	2641223
下颌	ghwg	1568847
一步登天	ghwg	599736
政企	ghwh	1409976
下侧	ghwm	286960
正像	ghwq	2234117
下风	ghwr	2244047
正体	ghws	5768988
下体	ghws	2095105
政体	ghws	1062447
下任	ghwt	1102164
下作	ghwt	920456
天上人间	ghwu	2651152
弄虚作假	ghww	3515011
下人	ghww	2710729
正人	ghww	1975952
下令	ghwy	14794823
政令	ghwy	3048329
下凡	ghwy	2273835
下集	ghwy	2144752
正红	ghxa	505407
下级	ghxb	6454117
正经	ghxc	6255529
政经	ghxc	3147623
下线	ghxg	9671247
政绩	ghxg	4934917
政纲	ghxm	171778
政纪	ghxn	1062447
下乡	ghxt	6384611
正比	ghxx	4259717
正统	ghxy	1568847
正弦	ghxy	1539058
下弦	ghxy	921449
与虎谋皮	ghyb	265115
到此为止	ghyh	584842
下课	ghyj	8479717
正误	ghyk	450795
下调	ghym	10525176
政变	ghyo	5788847
正义	ghyr	19064470
下放	ghyt	3693741
下诏	ghyv	552075
下设	ghyw	4537741
政论	ghyw	743712
正文	ghyy	465689411
下方	ghyy	21745411
下文	ghyy	5153364
正方	ghyy	1936235
开源节流	giai	501435
救世	gian	1688000
麦当劳	giap	11716705
求医	giat	2045458
救药	giax	3812894
正当防卫	gibb	851943
求取	gibc	783430
求职	gibk	127096470
救出	gibm	7526494
求出	gibm	1370258
裘皮	gibn	1002870
理学院	gibp	1122023
救险	gibw	430936
玩游戏	gica	15986352
求欢	gicq	274051
武汉大学	gidi	6037082
珠江三角洲	gidi	2353270
一尘不染	gidi	2174541
求成	gidn	1270964
一举成名	gidq	1052517
一波三折	gidr	1985882
下学期	gidw	2512141
求其	gidw	1459623
琐碎	gidy	3872470
求助	gieg	105251764
救助	gieg	17376470
救驾	giek	355472
求爱	giep	4309364
求胜	giet	927407
平滑肌	giew	795345
平淡无奇	gifd	382282
求真	gifh	4398729
救起	gifh	1161741
救场	gifn	563990
求索	gifp	5818635
五光十色	gifq	1727717
一清二白	gifr	95123
一清二楚	gifs	3385929
求才	gift	6136376
求教	gift	4865411
表演者	gift	1638352
政治协商会议	gify	1558917
来源于	gigf	23632000
一举一动	gigf	4011482
求救	gigi	9760611
救救	gigi	7020094
琐事	gigk	4815764
一举两得	gigt	1727717
政治上	gihh	5093788
求战	gihk	277030
青光眼	gihv	1280894
王小波	giib	1191529
救治	giic	6295247
青海湖	giid	1707858
求学	giip	8370494
政治学	giip	5977505
天涯海角	giiq	5212941
青海省	giit	13901176
救活	giit	1668141
救济	giiy	10624470
一滴滴	giiy	383275
求贤	gijc	1717788
一小时	gijf	14993411
求是	gijg	3068188
救星	gijt	2720658
救国	gilg	1638352
五湖四海	gili	2879529
救赎	gimf	4498023
求同	gimg	239298
武当山	gimm	1439764
求购	gimq	118160000
求见	gimq	958188
求情	ging	1946164
琐屑	gini	296889
政治局委员	gink	1995811
政治局	ginn	4220000
政治性	gint	2015670
开小灶	giof	150927
求精	giog	880738
一溜烟	giol	1400047
救火	gioo	2313552
救济粮	gioy	204545
表演赛	gipa	479590
一水之隔	gipb	111209
政治家	gipg	8022964
天渊之别	gipk	48157
救灾	gipo	5798776
珠光宝气	gipr	540160
求实	gipu	3346211
求神	gipy	1191529
求解	giqe	6920800
求饶	giqn	2055388
救济金	giqq	516329
政治犯	giqt	709952
救急	giqv	10525176
救援	gire	24922823
求援	gire	2015670
一小撮	girj	917477
救兵	girw	1072376
救护	giry	6414400
政治权利	gist	1548988
副省长	gita	6295247
求知	gitd	5937788
求告	gitf	122131
青少年	gitg	42299294
求生	gitg	4418588
救生	gitg	2829882
求得	gitj	5054070
求和	gitk	1370258
万水千山	gitm	1975952
政法委	gitv	2134823
求签	gitw	531223
刑满释放	gity	508385
求疵	giuh	33760
玉洁冰清	giui	176743
政治部	giuk	2293694
求新	gius	1598635
下水道	giut	6056941
求善	giuu	184687
麦当娜	givn	3505082
求婚	givq	7754870
现当代	giwa	1598635
求值	giwf	96712
救命	giwg	18865882
求全	giwg	907548
求偿	giwi	293910
求偶	giwj	671228
求仙	giwm	1042588
求你	giwq	7506635
求人	giww	46370352
正常人	giww	6771858
救人	giww	6225741
正常化	giwx	2134823
求售	giwy	438880
救济费	gixj	106244
求证	giyg	3018541
政治课	giyj	1926305
天津市	giym	33362823
武汉市	giym	19858823
救市	giym	4716470
更深刻	giyn	3584517
救亡	giyn	736762
求变	giyo	1042588
求诊	giyw	571934
理工	gjaa	36639529
求贤若渴	gjai	140997
正电子	gjbb	305825
惠阳	gjbj	1211388
理出	gjbm	1489411
惠及	gjby	2214258
更能	gjce	18369411
更难	gjcw	5212941
下里巴人	gjcw	742720
惠顾	gjdb	7049882
更大	gjdd	56597647
更有	gjde	45476705
亘古	gjdg	1340470
更不	gjdh	1966023
一日三餐	gjdh	1251105
惠存	gjdh	52824
一日不见	gjdm	453774
亚里斯多德	gjdt	194616
下星期	gjdw	2690870
更甚	gjdw	2303623
碧螺春	gjdw	710945
形影不离	gjdy	2502211
更须	gjed	413063
更加	gjek	140997647
更受	gjep	2869600
更动	gjfc	381289
更需	gjfd	2204329
更坏	gjfd	740734
万里无云	gjff	626545
更趋	gjfh	2700800
一览无遗	gjfk	867830
理亏	gjfn	700023
一曝十寒	gjfp	59278
更远	gjfq	5898070
天时地利	gjft	1102164
亚里士多德	gjft	854922
一览无余	gjfw	1906447
来电来函	gjgb	2502211
遭遇到	gjgc	2819952
更臻	gjgc	236320
一览表	gjge	7695294
更替	gjgg	1946164
表里一致	gjgg	82513
更正	gjgh	14496941
理事	gjgk	48654117
更严	gjgo	419021
素昧平生	gjgt	478597
理睬	gjhe	3743388
遭遇战	gjhk	506400
更具	gjhw	9601741
惠泽	gjic	901590
理光	gjig	4964705
更添	gjig	2700800
理清	gjig	2472423
更小	gjih	3872470
画蛇添足	gjik	814211
理学	gjip	20653176
更深	gjip	9611670
更少	gjit	5639905
理当	gjiv	696051
一日游	gjiy	3574588
更紧	gjjc	2889458
平日里	gjjf	2492282
更是	gjjg	78442352
更早	gjjh	4031341
更显	gjjo	3981694
更易	gjjq	7178964
一颗颗	gjjs	2472423
惠临	gjjt	54413
理顺	gjkd	3932047
理路	gjkh	728818
理喻	gjkw	1529129
更轻	gjlc	1002870
更累	gjlx	953223
理财	gjmf	64144000
理由	gjmh	153905882
惠赐	gjmj	2194400
理赔	gjmu	2512141
惠民	gjna	2214258
理屈	gjnb	3336282
更惨	gjnc	2244047
更快	gjnn	23433411
更怕	gjnr	1548988
更改	gjnt	48852705
理性	gjnt	34057882
理发	gjnt	5381741
一颗心	gjny	4368941
更糟	gjog	1856800
理应	gjoi	7556282
更应	gjoi	2849741
理家	gjpg	387247
更定	gjpg	134047
惠安	gjpv	1678070
理解	gjqe	148941176
更名	gjqk	10028705
更象	gjqk	2134823
更多	gjqq	687115294
死里逃生	gjqt	1479482
更近	gjrp	3018541
更换	gjrq	35050823
理气	gjrt	808254
更热	gjrv	720875
平易近人	gjrw	2114964
形影相随	gjsb	40214
理想	gjsh	110216470
形影相吊	gjsk	263129
更要	gjsv	14397647
更长	gjta	5808705
理智	gjtd	27504470
更短	gjtd	1231247
更重	gjtg	4259717
更生	gjtg	2055388
更迭	gjtg	1628423
更年	gjtg	440865
理算	gjth	109223
一日千里	gjtj	858894
更番	gjto	47959
万里长征	gjtt	444837
理科	gjtu	25220705
于是乎	gjtu	2224188
更差	gjua	1409976
理疗	gjub	2283764
更美	gjug	3723529
一星半点	gjuh	503421
一时间	gjuj	38724705
惠普	gjuo	1846870
更将	gjuq	2978823
更新	gjus	1201458823
一时半会	gjuw	277030
一时半刻	gjuy	65434
更好	gjvb	93634352
更始	gjvc	106244
表里如一	gjvg	765557
更妙	gjvi	453774
理会	gjwf	11120941
与时俱进	gjwf	6662635
更会	gjwf	3852611
与日俱增	gjwf	2234117
更全	gjwg	1757505
更使	gjwg	1270964
到时候	gjwh	17575058
更低	gjwq	8767670
理化	gjwx	4756188
理念	gjwy	81123294
五星级	gjxb	8171905
更强	gjxk	9671247
更张	gjxt	31079
更弱	gjxu	321712
五星红旗	gjxy	1201458
更为	gjye	43490823
更衣	gjye	9869835
更让	gjyh	8876894
更高	gjym	41604235
惠州	gjyt	29490352
来日方长	gjyt	453774
理论	gjyw	123124705
理该	gjyy	132061
豆芽	gkaa	3117835
事项	gkad	76456470
豆荚	gkag	329656
豆苗	gkal	462710
豆蔻	gkap	1032658
带薪	gkau	3822823
豆花	gkaw	1449694
带子	gkbb	4011482
豆子	gkbb	3793035
两口子	gkbb	1320611
五味子	gkbb	1022729
事隔	gkbg	1767435
一叶障目	gkbh	323698
副职	gkbk	1002870
带出	gkbm	4071058
逼出	gkbm	1102164
亚足联	gkbu	599736
带队	gkbw	3435576
带劲	gkca	688108
融通	gkce	3157552
吞吐能力	gkce	578884
橐驼	gkcg	77449
事物	gkcq	33561411
一哄而散	gkda	432922
带有	gkde	35348705
一跃而起	gkdf	1846870
一哄而起	gkdf	214475
一哄而上	gkdh	734776
一蹶不振	gkdr	1350400
副厅	gkds	4090917
事故	gkdt	71392470
逼仄	gkdw	303840
事态	gkdy	3783105
一蹴而就	gkdy	1270964
囊肿	gkek	4736329
吾爱	gkep	2383058
带动	gkfc	30781176
带去	gkfc	1598635
带走	gkfh	15092705
逼真	gkfh	9840047
副刊	gkfj	15589176
带露	gkfk	745698
带过	gkfp	1668141
噩耗	gkfs	1688000
融雪	gkfv	1072376
带到	gkgc	11518117
带球	gkgg	1737647
带下	gkgh	897618
事理	gkgj	1548988
豌豆	gkgk	3654023
豆豉	gkgk	737755
正中下怀	gkgn	346536
逼死	gkgq	795345
死路一条	gkgt	1131952
一唱一和	gkgt	412070
带来	gkgu	133054117
带毒	gkgx	1320611
带班	gkgy	428950
吾辈	gkhd	451788
带上	gkhh	14099764
一路上	gkhh	11716705
融汇	gkia	1280894
豆沙	gkii	1350400
豆油	gkim	2760376
豆渣	gkis	339585
融洽	gkiw	5610117
吞吐量	gkjg	2373129
带电	gkjn	1509270
逗号	gkkg	3673882
带路	gkkh	4210070
副品	gkkk	46767
一口咬定	gkkp	991948
逗哏	gkkv	69208
一只只	gkkw	1936235
一路顺风	gkkw	1370258
带回	gklk	10723764
事略	gklt	422992
带累	gklx	140004
事由	gkmh	4080988
事情	gkng	212489411
事发	gknt	4756188
一鸣惊人	gknw	1598635
豆类	gkod	2939105
事业	gkoh	121138823
豆粕	gkor	4100847
豆腐	gkow	47959058
豆粉	gkow	739741
带宽	gkpa	39320470
事宜	gkpe	30086117
逼宫	gkpk	520301
副官	gkpn	1727717
事实	gkpu	172771764
逼视	gkpy	752649
豆角	gkqe	2452564
融解	gkqe	544131
带鱼	gkqg	1062447
事儿	gkqt	9442870
逼急	gkqv	1122023
逗留	gkqy	4021411
事后	gkrg	18667294
带扣	gkrk	130075
逼近	gkrp	9492517
逼迫	gkrp	6017223
一口气	gkrt	24327058
囊括	gkrt	4905129
副手	gkrt	1449694
带兵	gkrw	1539058
逼抢	gkrw	248235
事权	gksc	989962
副本	gksg	11418823
带刺	gksm	1241176
击中要害	gksp	212489
噩梦	gkss	2730588
带枪	gksw	448809
事务	gkte	150927058
事先	gktf	31178352
吾生	gktg	404127
逼得	gktj	3644094
逼和	gktk	220432
逗乐	gktn	1181600
开路先锋	gktq	363416
逗笑	gktt	1072376
副科	gktu	1906447
融入	gkty	17972235
带入	gkty	4190211
带头	gkud	13702588
带状	gkud	1231247
事前	gkue	27206588
带病	gkug	1022729
带着	gkuh	60370823
逼着	gkuh	3515011
囊中羞涩	gkui	670235
副总	gkuk	16085647
逼问	gkuk	1062447
吏部	gkuk	845985
事端	gkum	1618494
融资	gkuq	30979764
豆浆	gkuq	5292376
豆瓣	gkur	2363200
带好	gkvb	4339152
豆奶	gkvb	960174
带刀	gkvn	900597
逼婚	gkvq	1032658
逼供	gkwa	2085176
融会	gkwf	1330541
融合	gkwg	33859294
事例	gkwg	16979294
事假	gkwn	802296
事件	gkwt	324691764
带伤	gkwt	1678070
逼人	gkww	4825694
逗人	gkww	792367
融化	gkwx	8469788
带领	gkwy	32270588
副食	gkwy	2958964
一品红	gkxa	353487
带给	gkxw	25121411
事主	gkyg	1112094
晋中市	gkym	1022729
副词	gkyn	824141
事迹	gkyo	11021647
事变	gkyo	3326352
带离	gkyr	948258
画工	glaa	482569
画苑	glaq	4815764
画匠	glar	203552
画出	glbm	4279576
画皮	glbn	590800
画院	glbp	1966023
画面	gldl	148941176
画布	gldm	1936235
画成	gldn	958188
画架	glek	366395
五四运动	glff	864851
画坛	glff	468668
画刊	glfj	484555
开国元勋	glfk	716903
天罗地网	glfm	804282
画境	glfu	177736
画下	glgh	812225
珠圆玉润	glgi	304832
两回事	glgk	1340470
一回事	glgk	683143
画画	glgl	5510823
一国两制	glgt	1370258
画夹	glgu	163835
一男一女	glgv	2939105
画上	glhh	3743388
一转眼	glhv	3048329
画满	glia	563990
画法	glif	1280894
画里	gljf	990955
画师	gljg	719882
画中	glkh	3941976
一连串	glkk	2383058
列车员	glkm	468668
画史	glkr	149934
一团团	gllf	1221317
一辆车	gllg	964145
画轴	gllm	191637
画图	gllt	2661082
画圈	gllu	707967
画幅	glmh	1310682
画册	glmm	15092705
迂回曲折	glmr	279016
画展	glna	2929176
画眉	glnh	1231247
画屏	glnu	375331
一团糟	glog	1201458
画廊	gloy	21844705
画家	glpg	11518117
画室	glpg	1856800
画外	glqh	148941
画饼	glqn	273058
画儿	glqt	378310
画报	glrb	43391529
画质	glrf	4041270
画押	glrl	297882
画框	glsa	1499341
画瓢	glsf	624560
画板	glsr	1628423
副团长	glta	1032658
列车长	glta	453774
画笔	glte	2621364
画片	glth	358451
一转身	gltm	2392988
一团和气	gltr	374338
画舫	gltu	394197
画符	gltw	228376
画稿	glty	480583
画卷	glug	2790164
画意	gluj	817190
替罪羊	gluy	1092235
一连几天	glwg	191637
画像	glwq	271072941
画作	glwt	2919247
下车伊始	glwv	45774
画线	glxg	667256
画纸	glxq	471647
王国维	glxw	358451
正因为	glye	4934917
一较高下	glyg	180715
画谱	glyu	317741
画论	glyw	222418
两节	gmab	3515011
两项	gmad	9532235
丽雅	gmah	1747576
规范	gmai	101280000
规划	gmaj	201567058
现世	gman	1688000
两区	gmar	777472
再聚	gmbc	1052517
遭际	gmbf	238305
现职	gmbk	570941
现出	gmbm	3644094
再也	gmbn	36838117
两院	gmbp	1846870
两队	gmbw	3822823
规劝	gmce	873788
两对	gmcf	2234117
两台	gmck	6483905
现予	gmcn	1866729
两难	gmcw	3584517
责难	gmcw	2293694
两大	gmdd	26511529
现有	gmde	58682823
再有	gmde	18865882
两岸三地	gmdf	1300752
丙辰	gmdf	452781
两三	gmdg	13801882
再三	gmdg	8926541
现在	gmdh	810240000
再不	gmdh	13504000
现存	gmdh	4795905
两百	gmdj	5282447
两面	gmdl	5401600
现成	gmdn	5193082
责成	gmdn	1777364
求同存异	gmdn	623567
两碗	gmdp	346536
两厢	gmds	3207200
一骨碌	gmdv	447816
两肋	gmee	879745
两脚	gmef	2442635
遭受	gmep	21944000
两边	gmep	12411764
两用	gmet	6652705
两腿	gmev	3296564
两股	gmew	1827011
两截	gmfa	1678070
两地	gmfb	9115200
再去	gmfc	23036235
遭劫	gmfc	1042588
现款	gmff	2045458
瑞士	gmfg	36639529
再起	gmfh	7079670
两朝	gmfj	791374
现场	gmfn	108230588
再过	gmfp	7456988
两元	gmfq	1429835
两者	gmft	25320000
再者	gmft	6682494
瑞雪	gmfv	1449694
现形	gmga	1856800
两顿	gmgb	1072376
遭到	gmgc	25022117
两天	gmgd	47462588
珊瑚	gmgd	13206117
璀璨	gmgh	11220235
两下	gmgh	5878211
再现	gmgm	19660235
再与	gmgn	4130635
两万	gmgq	8300988
遭殃	gmgq	2482352
再来	gmgu	34355764
两颊	gmgu	973082
两步	gmhh	6980376
两点	gmhk	15887058
两眼	gmhv	7794588
现眼	gmhv	1777364
形同虚设	gmhy	1578776
丽江	gmia	9413082
两江	gmia	894640
现汇	gmia	464696
两汉	gmic	1102164
两湖	gmid	423985
一败涂地	gmif	1231247
再添	gmig	3773176
两小	gmih	1648282
丽水	gmii	19858823
两党	gmip	1539058
再没	gmiw	2700800
现时	gmjf	3564658
现是	gmjg	640447
丙申	gmjh	431929
两日	gmjj	3564658
丽日	gmjj	623567
遭遇	gmjm	54413176
两颗	gmjs	6325035
瑞星	gmjt	10823058
两路	gmkh	2353270
责骂	gmkk	1588705
再叫	gmkn	1896517
再听	gmkr	3097976
两只	gmkw	27008000
再转	gmlf	2929176
两国	gmlg	11617411
遭罪	gmlh	451788
再回	gmlk	8747811
责罚	gmly	714917
瑞典	gmma	19064470
两岸	gmmd	21646117
两周	gmmf	15390588
一幅幅	gmmh	2611435
两幅	gmmh	1151811
规则	gmmj	135040000
再则	gmmj	796338
两册	gmmm	1261035
再见	gmmq	24227764
两岁	gmmq	3832752
责怪	gmnc	7883952
两层	gmnf	6126447
规避	gmnk	6950588
两臂	gmnk	1211388
两翼	gmnl	1697929
两届	gmnm	2224188
现已	gmnn	15092705
两性	gmnt	66229176
再以	gmny	4736329
再度	gmoa	63250352
两类	gmod	10326588
丙烷	gmop	1211388
丙烯	gmor	6404470
两粒	gmou	1171670
两座	gmow	3405788
两广	gmoy	1797223
规定	gmpg	194616470
两家	gmpg	14695529
再审	gmpj	925421
两军	gmpl	2055388
遭灾	gmpo	204545
现实	gmpu	86783058
瑞安	gmpv	7139247
两角	gmqe	378310
现钱	gmqg	315755
现钞	gmqi	919463
现象	gmqk	95818823
两句	gmqk	37433882
一见钟情	gmqn	9740752
现金	gmqq	92343529
瑞金	gmqq	2442635
再找	gmra	7725082
两把	gmrc	3306494
再拜	gmrd	513350
丽质	gmrf	2988752
再提	gmrj	4140564
曹操	gmrk	8906682
一网打尽	gmrn	11617411
再掀	gmrr	3336282
责打	gmrs	222418
两手	gmrt	8102400
两批	gmrx	1658211
责斥	gmry	46568
规模	gmsa	209510588
两栋	gmsa	1241176
两极	gmsb	4160423
再植	gmsf	394197
丙酮	gmsg	2273835
丙醇	gmsg	901590
两相	gmsh	1926305
两可	gmsk	1290823
规整	gmsk	708960
现楼	gmso	70896
两栖	gmss	4388800
规格	gmst	112202352
两枚	gmst	1717788
两样	gmsu	2085176
两根	gmsv	4507952
两季	gmtb	1261035
