# wubi char dictionary (converted from rime)
# format: char	code	freq
嘀	kyud	8976188
嗙	kyuy	1320611
啷	kyv	1439764
哴	kyvy	66328
吭	kyw	4368941
啐	kywf	1797223
唹	kywu	181708
囃	kywy	210503
㖡	kywy	4021
㗜	kyxl	3654
噰	kyxy	422992
呟	kyxy	205538
呅	kyy	446823
国	l	522287058
轼	la	3395858
軾	laay	923435
輚	laay	38128
羁	laf	992941
羇	lafk	343557
䡷	lafl	5034
羈	lafo	352494
軭	lagg	22142
轞	lahl	38327
䍓	laht	6285
羃	lajh	730804
轕	lajn	38625
㘟	lak	3922
國	lakg	126103529
罭	lakg	32072
㽣	lakg	5024
䡱	lakk	4865
爴	laky	28993
䡸	laln	3743
轥	lauy	22341
異	lawu	38526117
輁	lawy	65534
囝	lb	1638352
輙	lbcy	62952
䡕	lbig	3842
辄	lbn	1519200
輒	lbnn	1052517
墼	lbw	131068
罊	lbwb	32072
礊	lbwd	319727
繫	lbwi	4785976
蟿	lbwj	33958
轚	lbwl	55902
擊	lbwr	14397647
檕	lbws	23632
轻	lc	168800000
轰	lcc	17575058
畷	lccc	1519200
辍	lccc	1191529
輟	lccc	341571
罬	lccc	35944
㽩	lcce	5332
䡦	lccs	4200
輽	lcdl	19263
㔥	lcee	4527
羆	lceo	407105
罷	lcex	3356141
圗	lcff	70796
軽	lcfg	19263058
囜	lci	32667
㘝	lci	4110
囼	lckd	46072
軩	lckg	24327
圎	lcmi	47959
㙒	lcnf	4130
輮	lcns	50143
㽥	lcns	5620
罞	lcnt	36143
罵	lcou	17972235
㽙	lcqn	4746
畯	lcwt	253200
因	ld	298875294
轭	ldb	534202
軛	ldbn	188658
䍔	ldcu	4637
軷	ldcy	40710
䡌	ldcy	4051
固	ldd	73179764
囿	lde	3465364
罟	ldf	351501
轱	ldg	141990
軲	ldg	21546
輱	ldgk	23929
轗	ldgn	57888
罘	ldh	2819952
囨	ldhi	1519200
䡺	ldhn	3485
轊	ldhv	30880
罨	ldj	219440
㽢	ldjn	4438
盢	ldlf	203552
輭	ldmd	36043
輀	ldmj	37136
恩	ldn	120145882
罽	ldoj	238305
欭	ldqw	30086
畸	lds	4944847
輢	ldsk	21944
畴	ldt	1231247
轣	ldth	88272
䍥	ldth	5351
轑	ldui	28199
辏	ldw	227383
輳	ldwd	57987
䡳	ldwr	3773
轃	ldwt	32171
㽠	ldww	4686
畎	ldy	175750
軑	ldy	111209
轪	ldy	36540
軚	ldyy	106244
男	le	512357647
罦	lebf	42497
㘞	lee	4180
輣	leeg	71392
轁	leeg	44880
胃	lef	29788235
㽟	lefy	4557
䢁	leg	3852
罝	legf	102272
軞	len	151920
輗	leqn	52625
䡃	let	5431
㽖	let	4359
㽒	letg	4061
㘥	leti	4557
嬲	lev	2621364
团	lf	218447058
轒	lfam	29788
罢	lfc	16482823
囩	lfci	1141882
圔	lfcl	26908
罴	lfco	347529
転	lfcy	6305176
䡋	lfcy	4011
轜	lfdj	38228
㽭	lfdj	23334
畦	lff	2224188
罣	lfff	2174541
罫	lffh	374338
畤	lffy	237312
轩	lfh	48058352
軒	lfh	20553882
置	lfhf	303840000
㸃	lfho	6047
䡩	lfhw	3951
団	lfi	26610823
䍐	lfj	4984
畊	lfjh	639454
囲	lfjk	1618494
辕	lfk	12213176
園	lfke	50739294
轅	lfke	1608564
瞏	lfke	168800
䡼	lfkk	7268
䡿	lfkw	4507
䍣	lflf	4130
罱	lfm	142983
转	lfn	978047058
疇	lfnf	1102164
围	lfnh	47661176
黑	lfo	295896470
黭	lfoa	34554
黦	lfob	27305
䵥	lfoc	5490
默	lfod	46767529
黩	lfod	171778
黝	lfoe	632503
黪	lfoe	66030
黲	lfoe	27603
墨	lfof	89960470
黚	lfof	72087
黫	lfof	36838
䵦	lfof	4835
䵟	lfof	4795
䵯	lfof	4200
䵢	lfof	4031
䵣	lfog	3922
䁿	lfoh	6434
黥	lfoi	405120
黯	lfoj	3356141
䵭	lfoj	6950
䵳	lfoj	5371
䵬	lfoj	5133
䵞	lfoj	3654
點	lfok	165821176
黠	lfok	860880
黬	lfok	19759
䵱	lfok	4875
黸	lfol	20156
黜	lfom	1022729
黷	lfom	96513
黔	lfon	11021647
黮	lfon	73279
黤	lfon	31178
黗	lfon	20256
䵝	lfon	4021
黟	lfoq	1678070
黖	lfoq	30582
黕	lfoq	29291
䵮	lfor	4130
䵰	lfor	3753
䵲	lfos	4100
黢	lfot	122131
黰	lfow	67917
㱄	lfow	4359
黣	lfox	37235
䵴	lfox	4875
䵪	lfox	3604
黵	lfoy	155891
黓	lfoy	50441
䵠	lfoy	4200
䵨	lfoy	3634
䡹	lfph	4557
园	lfq	174757647
䡇	lfqn	5947
署	lftj	39121882
圉	lfu	1221317
睪	lfuf	851943
鸅	lfuo	21546
斁	lfut	544131
歝	lfuw	20752
轌	lfvg	129082
䡜	lfwf	3673
轖	lfwk	22639
輘	lfwt	33362
车	lg	838042352
囤	lgb	3872470
軘	lgbn	101280
轾	lgc	77449
輊	lgcf	98400
囯	lgd	309797
畏	lge	9869835
圊	lged	245256
輤	lgeg	29788
圂	lgei	34852
慁	lgen	36440
軖	lgg	20851
罡	lgh	2482352
囸	lghd	135040
車	lghh	240291764
㓻	lghj	4061
畀	lgj	1201458
轉	lgjf	66229176
團	lgjf	43689411
辐	lgk	1568847
圄	lgkd	210503
睘	lgke	123124
鹮	lgkg	49051
輻	lgkl	1112094
翾	lgkn	191637
䴉	lgko	4110
還	lgkp	186672941
疅	lglg	53023
辆	lgm	57292705
輌	lgmm	183694
輛	lgmy	5262588
軏	lgqn	69108
軯	lguf	21447
輕	lgva	23731294
鑋	lgvq	48554
䡖	lgwf	3693
畉	lgy	77648
䡍	lgy	4061
四	lh	910527058
軙	lhcy	20653
罪	lhd	42299294
輫	lhdd	37533
䡾	lhgd	3376
罩	lhj	31575529
㐃	lhk	5689
轤	lhll	82910
䡠	lhmy	4190
皿	lhn	18170823
囗	lhng	4041270
罒	lhng	1261035
甲	lhnh	134047058
轳	lhnt	94230
輎	lieg	37136
塁	liff	1807152
輄	ligq	48256
㘢	ligq	5669
囦	lii	372352
䍝	lijf	3713
㘤	lijg	4468
疂	lipg	225397
遝	lipi	132061
䳴	liqo	6255
㱎	liqw	4924
眔	liu	204545
軣	liu	28696
辊	lj	3753317
罼	ljag	35845
囬	ljfd	2462494
逥	ljfp	67023
廽	ljfp	37235
畼	ljgr	133054
輰	ljgr	34455
䡬	ljlc	3644
辒	ljlg	46668
輼	ljlg	27703
輵	ljqn	43490
輠	ljsy	69406
輥	ljxx	212489
回	lk	1370258823
辑	lkb	135040000
輯	lkbg	5997364
㘣	lked	6086
罥	lkef	137025
軎	lkf	46171
圖	lkfk	205538823
甽	lkh	60370
䡅	lkh	4627
圚	lkhm	40909
䡲	lkkf	8837
圆	lkm	89960470
圓	lkmi	23830588
迴	lkpd	6990305
廻	lkpd	860880
軦	lkqn	43689
轵	lkw	365402
毄	lkwc	363416
軹	lkwy	224404
田	ll	86783058
䍛	lldf	4507
畕	llf	29589
圛	llff	29986
圜	llg	2383058
䡒	llg	3932
轘	llge	80229
䡛	llh	3495
㘡	llk	4408
罍	lllb	163835
礨	llld	36540
奰	llld	35348
氎	llle	34554
㔣	llle	4676
㲲	llle	4676
壘	lllf	3554729
畾	lllf	748677
壨	lllf	35348
疊	lllg	4001552
㽮	lllg	4706
纍	llli	1072376
轟	lllj	7854164
〇	llll	12312470
轠	llll	28993
鸓	lllo	22440
䴑	lllo	3932
䴎	lllo	3842
櫐	llls	36738
疉	lllx	80726
罳	llnu	43391
轋	llpy	28100
轀	llwl	53420
圐	llye	48256
轴	lm	23830588
圌	lmdj	79534
輲	lmdj	30185
軮	lmdy	52923
畘	lmfg	25419
輖	lmfk	34455
軸	lmg	15291294
軕	lmh	40412
䚑	lmhq	3604
鷶	lmqo	20355
買	lmu	144969411
辋	lmu	242277
輞	lmun	76754
㽯	lmwk	4468
軜	lmwy	30880
思	ln	177736470
辗	lna	962160
罠	lnab	8271200
輾	lnae	790381
䡑	lnan	3922
囻	lnav	180715
轏	lnbb	21546
囙	lnd	124117
顋	lndm	60271
罻	lnff	82314
軐	lnfh	32270
翈	lng	22142
䡂	lnhh	4696
圍	lnkg	14000470
䡶	lnku	3971
轧	lnn	9492517
軋	lnn	1936235
㤙	lnnu	4428
㘠	lnte	9224
罹	lnw	2422776
疁	lnwe	190644
轇	lnwe	46171
辘	lo	282988
辚	loq	210503
疄	loqg	584842
轔	loqg	51831
䍘	lou	4170
轛	louf	24724
轐	loug	30979
轆	loxx	663284
䍡	loxx	4627
连	lp	420014117
辖	lpd	8499576
轄	lpdk	1489411
畳	lpeg	10723764
輐	lpfq	70399
連	lpk	125110588
䡣	lplh	20256
輨	lpng	60668
㦁	lpnu	4080
畹	lpq	927407
䡝	lpqb	3654
䡥	lpwk	5332
䡐	lpxn	4885
罗	lq	173764705
軝	lqan	39916
軧	lqay	29887
䍕	lqay	4180
輡	lqeg	21944
㝶	lqfu	4021
鸭	lqg	25220705
蜀	lqj	64739764
斀	lqjc	442851
斣	lqjf	24029
劅	lqjj	314762
䫳	lqjm	3385
鸀	lqjo	31774
歜	lqjw	49746
軥	lqkg	35249
㽛	lqkg	4309
輓	lqkq	175750
䡘	lqlg	3862
䍖	lqnb	4071
軳	lqnn	36143
鴨	lqoy	9909552
鴫	lqoy	138018
㽤	lqoy	4577
䡧	lqoy	4071
逻	lqp	1141882
䡔	lqqy	6692
囫	lqr	172771
畇	lqug	62555
软	lqw	96811764
軟	lqwy	39717647
輷	lqyg	23532
罶	lqyl	100287
畂	lqyy	33362
斩	lr	18568000
䍟	lrbt	3892
畈	lrc	1390117
畖	lrcy	48356
軱	lrcy	47661
罛	lrcy	37533
䡊	lrcy	4458
磛	lrdf	31972
堑	lrf	1499341
塹	lrff	407105
輴	lrfh	37235
䟅	lrfh	3127
斬	lrh	5004423
覱	lrhq	22936
暂	lrj	295896470
暫	lrjf	17177882
蹔	lrkh	40710
㟻	lrmj	3941
慙	lrnu	68810
錾	lrq	405120
鏨	lrqf	67718
䡚	lrqn	4160
䳻	lrqo	4160
㨻	lrrj	4448
䡈	lrry	4795
椠	lrs	105251
槧	lrsu	51632
㽡	lrtf	4666
䡟	lrtf	3981
㜞	lrvf	4299
䭕	lrwv	3941
轢	lrxs	770522
困	ls	35845176
圑	lsfi	48455
輏	lsgg	20553
町	lsh	146955294
圃	lsi	4865411
甼	lsj	39419
轲	lsk	1022729
軻	lskg	182701
罧	lssu	93237
䍒	lsu	6722
辅	lsy	27703058
輔	lsy	10425882
略	lt	77052235
轿	ltd	9442870
轎	ltdk	1827011
䡫	ltdp	3594
軠	ltfg	57094
䡽	ltfm	3167
轶	ltg	7159105
畽	ltgf	55902
輧	ltgf	42299
㽚	ltgj	3981
䍢	ltgo	3912
軼	ltgy	1310682
䡻	lthy	3376
囷	lti	499449
輹	ltjt	53916
畧	ltkf	111209
辂	ltkg	248235
輅	ltkg	104258
䌎	ltki	5351
㨼	ltkr	4378
䡯	ltln	3862
轹	ltn	156884
䢀	ltnn	5391
轓	ltol	36143
图	ltu	934357647
轷	ltuf	51037
軤	ltuf	49845
輈	ltuy	45278
辀	ltuy	41802
䡮	ltwh	3286
䍙	ltxu	4071
畮	ltxy	34355
畋	lty	534202
较	lu	239298823
㽨	luag	5719
軿	luah	56796
䡵	luep	3554
畔	lug	14397647
䢂	lug	4160
圈	lugb	163835294
畻	lugf	161849
圏	lugn	17475764
轙	lugy	24922
疃	luj	762578
罿	lujf	74669
罯	lujf	17475
䡴	lujf	4408
罾	lul	169792
㽪	lulj	4051
䡭	lung	4021
図	luri	40809882
較	lury	92244235
輶	lusg	72683
罤	luxt	35745
㽧	luxx	4617
轨	lv	10624470
䣚	lvbh	3266
囡	lvd	4557600
䫫	lvdm	3534
氀	lven	61264
婁	lvf	1290823
㚻	lvf	3663
圕	lvfj	32667
輺	lvgl	25121
甊	lvgy	30979
罺	lvjs	42100
轈	lvjs	24128
轺	lvk	108230
軺	lvkg	45278
辎	lvl	120145
輜	lvlg	932371
軌	lvn	3008611
遱	lvpd	21348
鷜	lvqo	21248
輑	lvtk	38526
數	lvty	178729411
㪹	lvuf	3941
轫	lvy	144969
軔	lvyy	189651
界	lw	244263529
繋	lwci	1022729
撃	lwcr	3107905
軗	lwcy	130075
䡆	lwcy	4180
圙	lwdf	39221
轸	lwe	403134
畛	lwet	291924
軫	lwet	166814
囶	lwfd	310790
軵	lwfy	25419
输	lwg	46171764
輪	lwga	32568470
圇	lwga	56994
辁	lwgg	57094
輇	lwgg	30681
輸	lwgj	10128000
畭	lwgs	71988
囚	lwi	7576141
畍	lwjh	88272
朙	lwme	407105
囧	lwmv	5927858
䡄	lwn	5302
畟	lwtu	114188
輍	lwwk	48256
眾	lwww	14199058
轮	lwx	98102588
囮	lwxv	927407
囵	lwxv	207524
囹	lwy	335614
㽗	lwy	4220
軨	lwyc	112202
圀	lwye	221425
䍜	lwyf	3793
軡	lwyn	32270
罖	lwyu	45576
軓	lwyy	69803
累	lx	83903529
䡏	lxcy	4150
軪	lxet	18270
羄	lxhj	29093
羂	lxke	64243
邏	lxwp	348522
羅	lxwy	41405647
毗	lxx	2114964
毘	lxxb	914498
䡡	lxxr	5391
罚	ly	42696470
辙	lyc	3018541
轍	lyct	1211388
圁	lyd	54810
畩	lyey	105251
詈	lyf	782437
罸	lyfu	116174
罜	lygf	68115
軴	lygg	102272
輬	lyiy	47264
辌	lyiy	30681
䍤	lyjf	5093
罰	lyjj	10028705
䡢	lyna	23731
甿	lynn	55803
軶	lynn	50838
䡪	lynn	4041
䡎	lynt	4100
畡	lynw	55207
輆	lynw	28795
䍠	lyrc	4080
䍦	lyry	4120
䍚	lyvu	3912
䡙	lyvy	4080
䡉	lywn	4835
㽘	lywn	4180
囥	lywv	685129
羉	lyxi	102272
圞	lyxs	88669
䍗	lyxu	3832
圝	lyxx	546117
同	m	798324705
曲	ma	194616470
贜	maah	30781
賤	maay	6215811
㟞	maay	3654
㟿	mada	5490
農	made	17277176
蠈	madj	59973
贼	madt	40015529
賊	madt	6334964
㞬	maf	3554
䝸	mafc	3584
巈	mafo	22738
屸	mag	170785
鄷	magb	29093
艶	magc	6543482
㠏	magf	4627
豑	magt	25121
豊	magu	11915294
㻃	magy	9701
岈	mah	755628
峫	mahb	47164
岽	mai	292917
㟙	majg	3624
刪	majh	6980376
嶱	majn	111209
䞁	majv	3713
贎	majy	25022
冊	mak	66725647
嶇	makk	1112094
巏	maky	24227
購	mamf	47859764
岠	mang	61165
㞽	mann	4557
㤟	manu	4150
嵘	map	3217129
䢗	mapd	3266
崂	mape	279016
㠓	mape	5659
嵽	maqh	36043
嶜	maqj	23433
岖	mar	223411
峣	matq	108230
贓	mauh	383275
典	maw	68910117
㟟	mawb	3932
㠛	mawc	4021
䐌	mawe	4756
㟷	mawk	3991
觍	mawq	44285
覥	mawq	29589
敟	mawt	36440
戝	may	1956094
㟐	mayn	3822
邮	mb	94428705
㕀	mbb	5322
㞨	mbg	3703
郥	mbh	27206
邖	mbh	24029
崡	mbib	1012800
貤	mbn	29391
㟹	mbqb	3793
㞧	mbr	3941
㠕	mbrc	4041
屷	mbt	22142
嶐	mbtg	28298
岌	mby	242277
岥	mby	176743
貱	mby	28199
岋	mbyy	695058
峻	mc	7605929
峅	mcah	43391
岜	mcb	332635
㽕	mcb	4071
贂	mcce	52824
嵾	mcce	34752
㠁	mcce	7298
㟥	mcde	4041
峄	mcg	1261035
禸	mci	172771
贻	mck	1558917
貽	mckg	917477
賐	mcwt	21745
央	md	41802823
巁	mday	26114
㿮	mdby	6771
贆	mddd	24426
贿	mde	1012800
峟	mdef	165821
賄	mdeg	1161741
賬	mdey	1419905
岩	mdf	43987294
賑	mdfe	902583
赈	mdfe	642432
崖	mdff	13206117
崕	mdff	1022729
峚	mdff	103265
䝽	mdff	3534
㟁	mdfh	4001
岸	mdfj	38724705
䞅	mdfk	3614
岵	mdg	167807
嵗	mdgh	415049
嵅	mdgk	32965
崴	mdgv	3971764
㼜	mdgy	4567
酆	mdh	647397
艷	mdhc	8549223
岯	mdhg	24624
豔	mdhl	4835623
豓	mdhl	20851
巎	mdht	31476
豒	mdht	17277
豐	mdhu	16880000
㞸	mdhu	4249
崦	mdj	207524
盎	mdl	2800094
輋	mdlj	76754
颛	mdm	504414
㪜	mdmc	3763
䞂	mdmd	3564
剬	mdmj	404127
耑	mdmj	132061
峏	mdmj	74967
顓	mdmm	1618494
䳪	mdmo	3763
遄	mdmp	844992
歂	mdmw	30681
崸	mdmy	188658
頔	mdmy	85095
㼷	mdmy	5242
峸	mdnn	110216
㟌	mdny	3951
炭	mdo	19263058
鸯	mdq	366395
䒋	mdqc	4210
鴦	mdqo	193623
屵	mdr	47164
㟲	mdri	4100
㟶	mdri	4061
崎	mds	21646117
㟢	mdsk	4835
嶏	mdsn	183694
㠣	mdth	5600
嶚	mdui	26908
嶛	mdui	22539
嶡	mduw	36440
嶥	mduw	23532
賰	mdwj	34554
䞐	mdwj	3802
嵁	mdwn	679171
峽	mdww	1419905
㠌	mdww	4815
嵟	mdwy	30284
骨	me	72881882
髒	meaa	5759058
嶾	mean	23532
䯦	meaw	3286
骮	meay	29688
㟊	mebg	4249
骳	meby	63548
髓	med	5888141
䯝	mede	3177
骷	medg	12411764
顝	medm	42001
骻	medn	34455
髄	medp	829105
䯋	medy	3614
崩	mee	8837176
䣙	meeb	3366
剻	meej	56101
䯇	meet	3177
骽	meev	20653
胄	mef	1300752
冑	mef	270080
䯓	meff	3157
骭	mefh	70697
髐	mefq	33958
䯈	mefq	3306
岄	meg	869816
嵈	megc	75165
骬	megf	19858
岨	megg	154898
骾	megr	33660
嶼	megw	2710729
㠘	megw	4339
㟬	mehc	3683
髗	mehl	26710
骴	mehx	54711
䯑	meiq	3107
髁	mej	853929
䯠	mejl	3435
䯥	mejo	3415
䯜	mejr	3137
髃	mejy	70896
䯣	mekm	3336
髑	mel	393204
髏	melv	1072376
䯞	memk	2958
體	memu	86683764
䯐	memw	3296
㲘	men	4299
髎	mene	81222
䯆	menn	3177
䯌	menv	3097
髅	meo	6195952
髍	meos	41902
髋	mep	1072376
䯔	mepa	3197
䯛	mepb	3336
髂	mepk	767543
髕	mepm	35348
䯘	mepq	3346
髌	mepw	345543
髖	mepy	180715
髉	mepy	21646
骶	meq	612644
鹘	meqg	462710
骲	meqn	31575
鶻	meqo	66725
䯉	meqw	3256
骺	mer	186672
屴	mer	91350
髀	merf	772508
髆	mesf	45178
骵	mesg	78045
䯊	mesk	3296
䯙	mesy	3336
骼	met	352494
䯏	metd	3296
䞈	meto	3524
䯕	metp	3286
䯒	mets	3475
髊	meua	30979
骿	meua	28596
䯟	meue	3217
骹	meur	66626
䯡	meuw	3455
㟎	mevg	4090
崢	mevh	1002870
骩	mevn	30681
骫	mevy	45476
骰	mew	1419905
䯍	mewc	3326
䯎	mewf	3227
骱	mewj	150927
䯤	mewj	3395
骪	mewy	19759
嵠	mexd	24029
䯚	mexe	3256
䯗	mexf	3465
骸	mey	4875341
髇	meyk	100287
䯖	meyv	3157
骯	meyw	1012800
髈	meyy	30483
财	mf	66527058
賳	mfak	60370
賎	mfay	366395
嶻	mfay	24426
岐	mfc	4299435
冉	mfd	5242729
冄	mfd	268094
冃	mfd	52824
嶿	mfdj	30582
峙	mff	2800094
亗	mff	177736
崶	mfff	981025
嶀	mffn	35547
嶢	mffq	89761
嶤	mffq	34256
䝰	mffy	3951
巅	mfh	11120941
屽	mfh	1330541
巔	mfhm	1509270
嵮	mfhw	68711
周	mfk	471647058
曱	mfk	161849
郮	mfkb	24823
彫	mfke	2571717
㓮	mfkj	3892
翢	mfkn	21447
鵰	mfko	1161741
週	mfkp	116174117
雕	mfky	34653647
贖	mflm	2174541
赎	mfn	7685364
嶹	mfnf	31674
䎃	mfng	4001
㟑	mfpb	3604
嵌	mfq	12213176
貦	mfqn	113195
岏	mfqn	47264
崁	mfqw	2134823
㞿	mfru	4468
赌	mftj	23731294
賭	mftj	7735011
財	mftt	27008000
峔	mftx	70200
䶲	mftx	3614
崚	mfwt	801303
赋	mg	15688470
贱	mga	16085647
崋	mgag	317741
岍	mgah	801303
㟖	mgaj	3723
賦	mgay	3524941
峌	mgcf	24029
䞃	mgct	3822
豳	mge	338592
嶳	mgef	27107
崝	mgeg	1151811
䝼	mgeg	17177
䞍	mgeg	15390
	mgeg	1
	mgeg	1
㠝	mggm	4090
赇	mgi	92641
賕	mgiy	58484
㟈	mgiy	4011
峘	mgjg	38724
畁	mgjj	31178
峺	mgjr	59278
戙	mgka	1012800
敱	mgkc	317741
獃	mgkd	146955
峿	mgkg	35845
剴	mgkj	127096
颽	mgkj	40611
顗	mgkm	203552
迵	mgkp	622574
覬	mgkq	65534
敳	mgkt	139011
豈	mgku	3683811
凱	mgkw	19064470
㖯	mgkx	3654
㢥	mgky	3951
嶆	mgmj	1002870
屿	mgn	3515011
甹	mgnb	29788
䳙	mgno	3584
㼘	mgny	4259
峢	mgqj	43093
峛	mgqj	24724
屼	mgqn	1290823
㠂	mgqt	7059
㟼	mgqt	4031
峡	mgu	8946400
岼	mguf	75960
崃	mgus	934357
崨	mgvh	778465
峓	mgxw	91549
由	mh	882724705
帴	mhaa	471647
幙	mhad	181708
㡕	mhad	3743
幪	mhae	702009
㡚	mhaf	4041
㡛	mhak	3882
幊	mham	674207
幉	mhas	532216
幭	mhaw	30483
帔	mhb	218447
㡇	mhbn	4498
㠷	mhby	8003
幓	mhce	619595
㡎	mhce	4011
帊	mhcn	456752
帱	mhd	85591
帳	mhde	227383529
帪	mhde	93137
㡡	mhdf	7139
帞	mhdj	190644
幁	mhdm	391218
㡁	mhdn	4567
㡋	mhdn	4011
帺	mhdw	88669
帗	mhdy	555054
幍	mhee	564983
㡥	mhen	4716
㡪	mhet	4448
帏	mhf	602715
甴	mhfd	369374
幬	mhff	52625
帾	mhfj	106244
幩	mhfm	37731
幅	mhg	91946352
巇	mhga	49845
円	mhgd	542145882
巘	mhgd	102272
巚	mhgd	28497
峠	mhgh	4795905
㡟	mhgj	3971
幘	mhgm	833077
帻	mhgm	68910
帓	mhgs	103265
㠸	mhgy	8936
㼙	mhgy	4289
帧	mhh	6483905
帖	mhhk	765557647
幀	mhhm	863858
㥈	mhhn	4041
帩	mhie	89166
幥	mhir	27603
㠺	mhit	4766
帽	mhj	97705411
幔	mhjc	2690870
㡌	mhje	4299
幜	mhji	26312
幆	mhjn	350508
幌	mhjq	2313552
㡢	mhjq	20752
巾	mhk	22341176
幝	mhkf	35745
贴	mhkg	813218823
貼	mhkg	89960470
岾	mhkg	60867
幧	mhks	27206
帜	mhkw	1171670
帼	mhl	229369
幗	mhlg	718889
㠠	mhll	10028
㡞	mhlv	3902
冂	mhn	285967
幈	mhna	228376
幄	mhnf	353487
幃	mhng	1181600
贝	mhny	81222588
貝	mhny	20951058
幞	mho	61959
幮	mhof	40214
㡤	mhof	4825
㠊	mhog	4746
帵	mhpb	80825
幏	mhpe	650376
㡓	mhpl	3981
㡦	mhpm	5024
幰	mhpn	74967
帎	mhpq	88471
幎	mhpu	488527
㡧	mhpu	4766
㡊	mhqe	14794
㡄	mhqj	4498
峴	mhqn	166814
㡅	mhqq	4507
㡈	mhqq	4498
幨	mhqy	79733
帕	mhr	39519058
㠼	mhrh	4498
㡒	mhrh	3882
㡗	mhrw	3673
帄	mhsh	39519
幖	mhsi	720875
帐	mht	340578823
幯	mhtb	78541
帲	mhtf	42100
㡖	mhtf	3842
帙	mhtg	467675
幡	mhtl	3028470
幒	mhtn	366395
幠	mhto	75960
㡝	mhtp	3723
㠽	mhtu	4646
㠶	mhtw	8132
㡙	mhtx	4339
㒳	mhty	4368
幢	mhu	17972235
帡	mhua	482569
幛	mhuj	811232
㡐	mhuj	4726
幱	mhul	22837
帨	mhuq	70498
帹	mhuv	116174
㡘	mhuw	4160
㠴	mhvy	8390
帆	mhw	24922823
帿	mhwd	88669
㡨	mhwg	4557
䞊	mhwh	3256
㡜	mhwi	4418
㠹	mhwj	8271
㡏	mhwj	4021
帢	mhwk	95421
㡃	mhwk	4984
㡠	mhwu	4875
帉	mhwv	100287
帷	mhwy	1548988
㠲	mhxn	10723
㡉	mhxx	3951
幟	mhyj	1261035
䶓	mhyj	3723
㡆	mhyk	5064
峭	mi	1777364
巌	midt	1558917
埊	miff	46866
崉	mijg	70101
䞆	mimy	3574
贘	mipm	23234
汖	miu	22539
嵴	miw	437887
巀	miwa	32072
则	mj	489520000
㞱	mjf	3475
嵵	mjff	77548
䍏	mjgd	5411
崼	mjgh	919463
崵	mjgr	1042588
則	mjh	83506352
赗	mjhg	36838
賵	mjhg	17773
䞎	mjjg	3376
嵎	mjmy	197595
赐	mjq	21646117
嵑	mjqn	29688
賜	mjqr	5788847
岿	mjv	425971
崑	mjxx	2790164
崐	mjxx	2343341
迥	mk	7923670
嶯	mkby	38327
冋	mkd	185680
㞻	mkgn	3683
㞲	mkhh	3624
㠆	mkkf	4676
賗	mkkh	44285
嵓	mkkk	64044
崿	mkkn	61860
贃	mkkn	20851
㠋	mkkn	4825
㟧	mkkn	4269
巖	mkkt	2184470
巗	mkkt	27901
㢠	mkpd	5878
贶	mkq	167807
貺	mkqn	56399
岲	mkqn	26809
㟕	mkuf	3336
嶉	mkwy	1886588
崭	ml	1280894
崮	mld	629524
崓	mldg	52526
嶧	mlff	75066
嵔	mlge	78343
㟪	mlge	3723
㟵	mlgh	3753
岬	mlh	7357694
嶵	mlhd	106244
㠑	mlhd	4368
㠥	mllf	4756
崽	mln	3912188
䞏	mlny	3306
嶃	mlrh	133054
嶄	mlrj	1261035
㟺	mlvf	3832
嶁	mlvg	70101
册	mm	59874352
嶩	mmae	25419
賟	mmaw	27703
㟨	mmdj	4110
㠦	mmdu	4825
岟	mmdy	23036
峀	mmf	36043
賙	mmfk	55604
赒	mmfk	40611
㟘	mmfk	3594
岫	mmg	2939105
删	mmgj	60470117
峒	mmgk	1688000
峝	mmgk	35348
嵦	mmgu	37433
甖	mmgy	29391
屾	mmh	2283764
崱	mmjj	1022729
山	mmm	317741176
赑	mmmu	164828
贔	mmmu	92641
巊	mmmv	35944
岘	mmq	566969
鑍	mmqf	20454
鸎	mmqo	22043
䴍	mmqo	4130
岗	mmr	34951529
罂	mmt	1112094
罌	mmtb	174757
贁	mmty	147948
崗	mmum	5798776
㟠	mmum	4408
婴	mmv	45675294
嬰	mmvf	26312941
鹦	mmvg	453774
鸚	mmvo	863858
䨉	mmvy	4180
賏	mmy	65037
譻	mmyf	24029
岂	mn	24922823
岷	mna	1727717
㟭	mnaj	4090
㐕	mnb	4249
崛	mnbm	1717788
崫	mnbm	437887
崌	mndg	738748
䝻	mndg	3217
嶎	mnff	269087
㟃	mngk	4299
嵋	mnh	155891
䝪	mnhy	3405
剀	mnj	283981
㠔	mnku	4458
觊	mnm	192630
冎	mnmb	49647
剮	mnmj	513350
咼	mnmk	133054
䫚	mnmm	3336
過	mnmp	142983529
旤	mnmq	25220
歄	mnmw	29986
屺	mnn	183694
乢	mnn	55803
㠄	mnrf	5818
嶍	mnrg	42696
囘	mnv	1201458
凯	mnw	77449411
嵺	mnwe	35050
賿	mnwe	23632
㞾	mnxn	4120
赆	mny	77648
䝲	mnyu	4200
赃	mo	1459623
賍	mofg	91747
賘	mofy	28199
赕	moo	98896
嶗	mooe	29490
巆	mook	25022
嶸	moos	781444
賧	mooy	63746
嶙	moq	258164
㠧	mosd	5143
嶪	mouf	195609
嶫	mouf	31575
㠚	mouf	4597
贌	moug	39419
嵝	mov	163835
㟾	movh	4031
嵻	movi	22837
嵣	movk	28398
迪	mp	137025882
廸	mpd	227383
