# wubi char dictionary (converted from rime)
# format: char	code	freq
卅	gkk	2849741
噩	gkkk	1310682
䫷	gkkm	3316
璪	gkks	61959
副	gkl	390225882
畐	gklf	340578
疈	gkll	19064
㽬	gkll	4617
鶝	gklo	29986
逼	gklp	56299764
融	gkm	55406117
䣓	gkmb	3534
䰙	gkmc	3922
鞷	gkmf	23334
鹝	gkmg	26511
鬲	gkmh	3207200
䰝	gkmj	3723
鬸	gkml	17773
翮	gkmn	170785
鷊	gkmo	27305
鬺	gkmr	49448
鬴	gkms	29788
鬷	gkmt	34256
䰛	gkmy	3773
䰚	gkmy	3505
㐚	gknb	4210
带	gkp	503421176
逜	gkpd	80825
吏	gkr	6811576
䢩	gktp	3912
敔	gkty	113195
豆	gku	71690352
豇	gkua	1122023
豌	gkub	414056
郖	gkub	111209
䜵	gkub	5689
豉	gkuc	1201458
䝄	gkuc	4378
䜴	gkuc	3802
䜷	gkuc	3703
毭	gkue	87080
䜸	gkue	3961
豍	gkuf	24128
㪷	gkuf	3951
䜶	gkug	4041
䜻	gkuh	3703
剅	gkuj	52824
䜽	gkuj	4388
䜺	gkuj	3981
䜾	gkuj	3852
䜹	gkuk	4021
䝀	gkul	4974
頭	gkum	141990588
㐙	gkun	4428
䜳	gkun	3693
䝃	gkuo	3961
逗	gkup	20553882
豏	gkuw	27603
㰯	gkuw	6454
剚	gkvj	735769
画	gl	134047058
珚	gldy	44483
環	glge	24327058
畺	glgg	182701
玾	glh	47264
卌	glk	263129
㻁	glkg	3783
瓃	glll	123124
琏	glp	929392
璉	glpy	1320611
㻿	glqj	5411
㻒	glty	3594
㻲	glvg	3663
㐁	glwi	6970
琾	glwj	278023
㼈	glxy	4577
现	gm	273058823
遭	gma	112202352
曹	gmaj	47661176
琠	gmaw	83208
㓰	gmbj	4220
襾	gmbk	82016
叀	gmcu	164828
瑞	gmd	101280000
勣	gmet	225397
再	gmf	971096470
珃	gmfg	45377
琱	gmfk	97109
専	gmfu	4259717
㔝	gmhe	4071
靑	gmhg	2899388
䴓	gmhg	17674
䪟	gmhg	3177
	gmhg	1
巿	gmhk	2671011
帀	gmhk	185680
鳾	gmho	30086
迊	gmhp	56895
䢌	gmhp	3584
䚍	gmhq	4120
兩	gmhy	101280000
曺	gmjf	156884
㺾	gmkg	4319
珊	gmm	17872941
両	gmmk	17177882
瓔	gmmv	700023
璎	gmmv	449802
恵	gmnu	7586070
规	gmq	45675294
鬶	gmqh	30781
椝	gmqs	31674
责	gmu	181708235
責	gmu	5709411
丙	gmw	47065411
邴	gmwb	539167
㪅	gmwc	4071
瓗	gmwk	23036
㼇	gmwm	4607
琌	gmwn	283981
㶮	gmwo	4607
两	gmww	679171764
璀	gmwy	10028705
丽	gmy	114188235
珼	gmy	116174
郦	gmyb	1638352
酈	gmyb	479590
彲	gmye	366395
彨	gmye	82712
鹂	gmyg	160856
玬	gmyg	47462
鸝	gmyo	70002
邐	gmyp	77945
逦	gmyp	72683
䚕	gmyq	3961
婯	gmyv	100287
麗	gmyx	37731764
与	gn	1290823529
珉	gna	1499341
瑉	gnaj	60072
㐏	gnb	4547
㻵	gnbb	4319
㻕	gnbm	4090
琚	gnd	1022729
珝	gng	83208
欤	gngw	641440
瑕	gnh	4299435
瑂	gnhg	36838
㺲	gnhg	3961
㺩	gnhh	4229
㔿	gnhk	4944
㺼	gnhy	3842
㝳	gni	3673
瑋	gnkg	7665505
瓦	gnn	58087058
玘	gnn	439872
玌	gnn	32767
邷	gnnb	24227
瓪	gnnc	35249
瓱	gnne	42597
瓧	gnnf	214475
瓩	gnnf	169792
甅	gnnf	55306
瓼	gnnf	802
瓸	gnnj	35646
瓲	gnnn	39022
瓰	gnnv	33760
戸	gnr	17475764
玚	gnrt	59377
珌	gntt	76158
攷	gnty	667256
忢	gnu	38426
丂	gnv	115181
璆	gnwe	131068
玦	gnwy	715910
璻	gnyf	25915
亚	go	162842352
㼅	goaw	5163
垩	gof	831091
灭	goi	42200000
晋	goj	36043764
戬	goja	422000
鄑	gojb	38724
恶	gon	65732705
琰	goo	1648282
㼆	gooy	4805
璘	goqg	844000
严	got	44583058
䴡	gotx	4428
璞	gou	3187341
瑭	gov	552075
琛	gp	5818635
辷	gpd	435901
迋	gpd	202560
琮	gpf	1539058
琓	gpfq	202560
瑄	gpgg	5580329
琔	gpgh	22341
璸	gpgm	144969
璌	gpgw	19560
㻘	gpjh	3842
珲	gpl	391218
琿	gplh	217454
璭	gplp	43093
琯	gpng	549096
琬	gpq	1737647
瑸	gprw	40313
㻠	gpwd	4229
瑢	gpwk	216461
瑏	gpwt	144969
万	gq	725840000
殘	gqaa	6662635
殣	gqag	87180
殢	gqah	129082
琘	gqaj	43292
尶	gqal	32072
殜	gqas	176743
殛	gqb	945280
㤪	gqbn	4617
㱟	gqby	3971
殆	gqc	8946400
䬸	gqcv	4200
麺	gqdf	18071529
㱠	gqdg	4617
㱹	gqdh	5312
㱦	gqdk	4795
䪲	gqdm	3425
殗	gqdn	90754
殑	gqdq	1787294
殝	gqdt	40611
殎	gqdw	34256
殍	gqeb	105251
殂	gqeg	248235
㱚	gqeg	5252
劢	gqet	301854
㱣	gqev	14397
殖	gqf	3395858
㱩	gqfd	4994
㱶	gqfe	4289
殱	gqfg	75662
殰	gqfm	444837
㱵	gqfm	8797
㱥	gqft	10525
殪	gqfu	191637
残	gqg	76257882
琻	gqg	64938
殌	gqga	58881
尫	gqgd	66427
豗	gqge	50342
殭	gqgg	1211388
㱴	gqgm	5411
㱙	gqgn	4180
㱛	gqgq	4269
㻧	gqgs	4220
麸	gqgy	2065317
殏	gqgy	90357
㱺	gqhl	4537
殩	gqho	70200
㱜	gqhy	4100
歹	gqi	7169035
珧	gqiy	206531
珎	gqiy	108230
列	gqj	945280000
䶛	gqjb	3693
裂	gqje	32667764
劽	gqje	35646
珣	gqjg	1171670
䴕	gqjg	18468
	gqjg	1
㡂	gqjh	5719
虺	gqji	350508
殟	gqjl	46966
㽝	gqjl	4418
㤠	gqjn	8350
烈	gqjo	31674823
鴷	gqjo	48256
烮	gqjo	30086
鮤	gqjo	23929
迾	gqjp	94329
銐	gqjq	26511
虿	gqju	211496
姴	gqjv	893647
趸	gqk	1102164
殫	gqkf	117167
玽	gqkg	31674
殒	gqkm	2065317
殞	gqkm	725840
殨	gqkm	70399
㱮	gqkm	17972
	gqkm	1
㻊	gqkq	3912
㱬	gqle	5908
殬	gqlf	67619
殃	gqm	3197270
瑍	gqmd	43192
瓊	gqmt	4825694
㱯	gqmu	7069
㱪	gqnj	4090
玸	gqnn	71392
㱸	gqnu	5818
瑦	gqoy	213482
鳺	gqoy	64739
鳿	gqoy	33561
迈	gqp	44086588
㱧	gqpb	4825
㱨	gqph	8152
殯	gqpm	363416
㱰	gqpu	4825
殡	gqpw	989962
殥	gqpw	326677
殉	gqq	2075247
卼	gqqb	132061
歿	gqqc	276037
殙	gqqj	57590
麹	gqqo	1459623
殦	gqqo	37632
䲫	gqqo	6315
歾	gqqr	72484
㱱	gqrc	7605
歽	gqrh	22142
殐	gqsk	31277
㱫	gqsl	4359
㱤	gqsr	5034
殊	gqt	6841364
瑤	gqtb	3097976
珋	gqtb	539167
聱	gqtb	168800
㱭	gqtc	5232
獒	gqtd	3663952
殀	gqtd	85492
殠	gqtd	80726
歼	gqtf	4368941
鳌	gqtg	3922117
骜	gqtg	149934
殅	gqtg	39717
螯	gqtj	1429835
嗸	gqtk	21348
殈	gqtl	59278
赘	gqtm	2373129
嶅	gqtm	1310682
贅	gqtm	886696
䫨	gqtm	3524
㥿	gqtn	4190
熬	gqto	28000941
鰲	gqto	844992
驁	gqto	46072
鷔	gqto	21050
遨	gqtp	1052517
鏊	gqtq	312776
㱡	gqtq	6960
殇	gqtr	4656894
殤	gqtr	1161741
摮	gqtr	473632
䵅	gqtt	7308
嫯	gqtv	100287
鼇	gqtx	112202
敖	gqty	15291294
謷	gqty	41703
殚	gqu	355472
㱞	gqug	4041
殕	gquk	399162
㱲	gqul	4805
兀	gqv	2353270
兀	gqv	1
肂	gqvg	79832
琤	gqvh	299868
殔	gqvi	365402
殓	gqw	578884
殁	gqwc	690094
殄	gqwe	124117
殲	gqwg	650376
㱷	gqws	4120
餮	gqwv	711938
飱	gqwv	47462
殮	gqww	1122023
㺵	gqwy	4160
死	gqx	494484705
㱝	gqxe	3663
㘸	gqxf	8529
㰷	gqxw	4448
玖	gqy	5322164
瑠	gqyl	1360329
㱢	gqyv	4557
殧	gqyy	152912
玓	gqyy	116174
㱻	gqyy	5133
珀	gr	5232800
碧	grd	43192941
琋	grdh	54413
瑝	grgg	89265
㻈	grgk	3862
瑔	griy	37533
瑰	grq	3703670
瓆	grrm	49150
琕	grtf	45774
瓅	grxs	83407
璬	gryt	24128
末	gs	120145882
膥	gsdw	106244
玎	gsh	984004
亍	gsj	896625
㻼	gsjh	4170
珂	gsk	8777600
㻋	gskg	4090
㻝	gskj	4011
瓎	gskm	29093
唜	gskx	27603
瑓	gslg	36937
㻷	gsmm	6315
琳	gss	43788705
璴	gssh	31476
瑮	gssy	69406
琜	gsww	72385
璷	gsyt	25915
㺷	gsyy	4001
麦	gt	73775529
㻑	gtbg	4309
琇	gtbt	2293694
琒	gtdh	25419
㻱	gtdp	3783
珠	gtf	83208470
珤	gtfb	59874
玝	gtfh	27305
瓒	gtfm	1002870
瓚	gtfm	702009
璳	gtfm	19362
珽	gtfp	197595
珗	gtfq	212489
珩	gtg	2522070
㻔	gtgf	3862
珄	gtgg	150927
㻄	gtgh	3733
璑	gtgo	64541
瑖	gthc	29589
琍	gtjh	937336
珞	gtk	4031341
瑀	gtky	1400047
璁	gtl	3147623
珦	gtmk	110216
琁	gtnh	286960
瑡	gtnh	47661
璠	gtol	289938
瓈	gtqi	50739
珴	gtry	146955
珘	gtuy	102272
㻶	gtvg	4726
瑽	gtwh	43689
珻	gtxy	80130
玫	gty	15489882
来	gu	2442635294
瑳	guag	501435
㻂	guah	4776
夹	gud	84102117
郏	gudb	663284
刾	gudj	33064
颊	gudm	9085411
頬	gudm	4080988
瓏	gued	449802
瑐	guej	46171
璲	guep	66030
平	guf	168800000
㺶	gufh	3842
㼞	gufy	4746
㼁	gugy	6533
珜	guh	531223
璋	guj	3465364
璄	gujq	61760
琣	gukg	60470
璔	gulj	27107
琷	gunn	18170
珓	gury	84797
㻥	gusg	3574
瓓	gusl	27901
赉	gusm	556047
慭	gusn	43987
亊	guvh	379303
㻩	guvw	3812
珶	guxt	473632
妻	gv	56796235
䣆	gvab	3425
勁	gvae	19163764
巠	gvaf	149934
璕	gvaf	44781
剄	gvaj	80328
巰	gvak	29986
頸	gvam	6285317
鵛	gvao	20553
逕	gvap	3157552
坙	gvff	124117
璛	gvfj	24525
珒	gvgh	59874
郪	gvhb	199581
疌	gvhi	17277
璶	gvhl	256178
鶈	gvho	27603
㼮	gvhy	5828
琭	gviy	82016
㻖	gviy	4795
璅	gvjs	477604
玿	gvkg	97308
㼃	gvln	13504
㻏	gvoy	4527
瑙	gvt	3296564
珺	gvtk	1419905
珢	gvy	28000
珍	gw	36838117
玳	gwa	900597
玱	gwbn	69009
玜	gwcy	53320
㻅	gwfc	4001
㻮	gwfi	4110
瑜	gwg	16284235
㻇	gwgg	4160
珮	gwgh	4537741
璯	gwgj	69208
珨	gwgk	1211388
珟	gwgq	42497
㻌	gwgs	4944
璒	gwgu	26015
玠	gwjh	340578
壐	gwmf	42597
蠒	gwmj	22738
鸍	gwmo	18965
邇	gwmp	378310
覼	gwmq	25816
爾	gwmr	38724705
璽	gwmy	1678070
玑	gwn	1062447
兲	gwu	2124894
玢	gwv	263129
㻜	gwwh	3832
玲	gwy	35150117
玐	gwy	68711
㻪	gwyb	4031
琟	gwyg	22142
瑲	gwyk	104258
琀	gwyk	99095
㻽	gwym	4359
玪	gwyn	83009
璡	gwyp	67817
㺬	gwyy	3932
互	gx	95322352
瑑	gxey	52129
纛	gxh	862865
素	gxi	133054117
繛	gxij	989962
䋤	gxiy	3812
瑻	gxmy	36242
毒	gxu	92939294
夷	gxw	8966258
鴺	gxwo	27107
㼄	gxxl	5282
玭	gxxn	180715
瑎	gxxr	41405
璣	gxxw	263129
璏	gxxx	56299
玉	gy	122131764
㻻	gybt	4359
琉	gyc	4418588
㻙	gyce	3941
珫	gycq	64640
珳	gyet	38029
斑	gyg	30979764
琂	gyg	129082
玣	gyhy	23830
乁	gyi	154898
玊	gyi	95620
琼	gyiy	22936941
璾	gyjg	61562
瓖	gyke	86385
瓌	gyle	51632
璮	gylg	30979
㻞	gyna	4100
璃	gyr	5064000
班	gyt	219440000
㻢	gytb	3574
璇	gyth	13504000
瓋	gyup	24922
琅	gyv	3902258
瑯	gyvb	1112094
琗	gywf	31079
㻭	gyxf	4170
玹	gyxy	678178
玟	gyy	6354823
上	h	4220000000
瞒	ha	9591811
䁥	haak	6066
瞸	haas	28398
䁳	hada	5868
睰	hadk	41008
䁰	hadm	6275
虐	hag	15887058
眶	hagg	4855482
瞱	hagg	36639
頥	hahm	26213
瞙	hajd	36043
䁧	hakg	5461
瞘	hakk	20951
矔	haky	41107
瞄	hal	9889694
矒	halh	65136
䁾	halw	5908
䁐	hamd	6434
瞞	hamy	1916376
歫	hang	24724
眓	hann	31674
㷡	hano	4080
䁋	hans	5540
矇	hape	2561788
䁮	haqj	5788
眍	har	181708
䀙	havt	6086
矆	hawc	414056
䀧	hawy	6364
齰	hbaj	37433
齛	hban	54214
䶙	hban	3852
齖	hbat	25320
齱	hbbc	32171
䶔	hbbn	3703
齝	hbck	35646
䶕	hbcn	3723
齮	hbdk	63846
䶢	hbdk	3554
䶝	hbdw	3763
䶞	hbdw	3554
齟	hbeg	181708
齨	hbeg	29589
齯	hbeq	35745
䶧	hbfq	3902
齻	hbfw	25121
䶪	hbfy	3951
眲	hbg	53320
齬	hbgk	200574
䶦	hbgm	4071
䶥	hbhg	5064
齜	hbhx	81421
齒	hbj	5361882
齥	hbjt	24922
齵	hbjy	45278
䶚	hbjy	3475
齪	hbkh	118160
齶	hbkn	59179
䶫	hbkt	3634
齞	hbkw	23532
䁅	hblg	10525
齫	hbls	31476
䶤	hbme	4190
䶡	hbmj	4200
䶣	hbmu	3822
齷	hbnf	70300
齓	hbnn	19660
齳	hbpl	23731
䶟	hbqe	3544
齣	hbqk	2363200
齙	hbqn	47959
齺	hbqt	24823
齗	hbrh	27603
齭	hbrr	27008
齼	hbsh	29788
齽	hbsi	28993
䶗	hbsk	3663
齚	hbtf	20653
䶜	hbtk	3465
齕	hbtn	48157
齲	hbty	84598
齴	hbue	30483
䶘	hbug	3802
齸	hbul	24922
齩	hbur	23135
齠	hbvk	66527
齦	hbvy	109223
齡	hbwc	5739200
齘	hbwj	25220
䶖	hbwn	3534
䶨	hbww	4229
齔	hbxn	125110
䶩	hbyj	3971
眸	hc	7774729
眙	hck	158870
瞲	hcnk	22241
䀵	hctd	7228
攴	hcu	190644
睃	hcw	137025
䁊	hcyh	6086
䀑	hcyy	5898
非	hd	481576470
矋	hday	48356
郹	hdbh	23334
䁭	hddd	5381
睚	hdf	190644
䀼	hdfe	7754
睳	hdff	35348
䀦	hdg	6583
歲	hdgh	45873882
歳	hdgi	114188235
劌	hdgj	844992
䁍	hdgk	5570
䖗	hdgk	3445
顪	hdgm	661298
翽	hdgn	54909
悲	hdh	23433411
奜	hdhd	79633
猆	hdhd	22341
裴	hdhe	7615858
靟	hdhe	18766
䩁	hdhe	4299
韭	hdhg	5093788
㹃	hdhg	4845
盽	hdhh	167807
蜚	hdhj	924428
剕	hdhj	88471
辈	hdhl	22738352
輩	hdhl	8569082
䪤	hdhl	4150
䩀	hdhm	4974
䫍	hdhm	3286
翡	hdhn	1866729
㐟	hdhn	4299
䨽	hdhn	3842
棐	hdhs	89265
婓	hdhv	896625
餥	hdhv	28795
斐	hdhy	8022964
㻗	hdhy	4289
䁆	hdjn	5967
頉	hdmy	52129
䴗	hdqg	14794
	hdqg	1
鶪	hdqo	33760
狊	hdu	34057
瞭	hdui	1082305
睶	hdwj	34852
䀹	hdww	8003
眬	hdxy	354480
肯	he	94428705
虏	hee	3783105
眀	heg	377317
皻	hegb	152912
䣜	hegb	3534
䁔	hegc	6017
㪥	hegc	4110
虘	hegd	28199
覰	hegq	42597
瞍	heh	113195
䂃	helf	5659
眊	hen	127096
瞬	hep	9313788
瞹	hept	88173
睨	heq	3614305
睬	hes	2988752
䀐	het	6970
䁘	hetb	5560
睜	hevh	3097976
睦	hf	5739200
睵	hfak	28000
歧	hfc	3177411
䀷	hfce	7069
瞌	hfcl	271072
眃	hfcy	119152
眭	hff	972089
䁱	hffq	6017
歭	hffy	78343
盰	hfh	30781
瞋	hfhw	694065
眎	hfiy	127096
瞦	hfkk	30979
盶	hfqn	25121
睹	hft	11518117
䁄	hfuf	6404
睖	hfwt	32072
矐	hfwy	31575
眛	hfy	180715
睛	hg	5520752
䀘	hgah	6315
盹	hgb	1181600
眰	hgcf	235327
丄	hgd	1231247
䀖	hgdy	5242
勮	hgee	711938
豦	hgei	23234
劇	hgej	36043764
遽	hgep	2105035
䁃	hgey	6225
盱	hgf	230362
䖉	hgfk	3574
䰘	hgge	3922
鬪	hggf	509378
鬦	hggf	56299
鬥	hggh	12113882
鬧	hggh	8866964
䰗	hggn	3852
鬩	hggq	141990
鬭	hggr	49150
鬬	hggr	42398
鬫	hggt	31376
鬨	hggw	450795
鬮	hggx	261143
凸	hgh	26809411
芈	hghg	255185
羋	hghg	219440
卝	hghg	106244
眐	hghg	44185
㐀	hghg	17078
茍	hghk	671228
眄	hghn	310790
瞡	hghq	34554
羐	hghy	44384
雈	hghy	28100
䁣	hgjf	5461
戲	hgka	21248941
齾	hgkb	26312
獻	hgkd	9571952
鬳	hgkh	22837
覻	hgkq	30582
䖒	hgku	3773
㱆	hgkw	4716
甗	hgky	65832
眪	hgmw	23234
矖	hgmx	104258
歵	hgmy	31774
瞔	hgmy	30681
䀎	hgnn	6056
眜	hgsy	31873
睐	hgu	1122023
睫	hgv	2939105
䀴	hgva	7645
眱	hgxw	34355
步	hh	243270588
频	hhd	29291764
颦	hhdf	1827011
顰	hhdf	202560
頻	hhdm	20355294
瞁	hhdy	25518
䁦	hheg	5729
止	hhg	71193882
䀠	hhg	9293
虍	hhgn	91152
目	hhh	321712941
䂄	hhhc	5729
歮	hhhf	55207
瞐	hhhf	41703
䂂	hhhy	5917
䀡	hhkg	6990
丨	hhll	2085176
亅	hhll	263129
矑	hhll	47760
鼑	hhnn	38526
愳	hhnu	124117
煛	hhou	594771
瞾	hhpa	147948
鷪	hhpo	25022
睍	hhqn	237312
卡	hhu	448809411
歨	hhu	144969
瞿	hhw	4061129
戵	hhwa	20156
䣤	hhwb	3654
矍	hhwc	356465
氍	hhwe	196602
鸜	hhwo	30384
䢲	hhwp	3683
眦	hhx	932371
卜	hhy	18270117
叔	hi	16780705
裻	hice	25617
督	hich	13901176
惄	hicn	433915
錖	hicq	18865
睄	hieg	435901
敊	hihc	563990
瞠	hip	1022729
矘	hipo	61661
眇	hit	622574
縣	hiti	84102117
懸	hitn	5699482
歩	hitr	22440470
尗	hiu	222418
旧	hj	165821176
㦸	hjay	4547
㫖	hjf	215
睅	hjfh	30781
睼	hjgh	49547
䁑	hjgr	6205
㪕	hjhc	3793
眒	hjhh	201567
䁜	hjiq	5669
卓	hjj	32072000
戱	hjna	322705
虛	hjng	8529364
逴	hjpk	37632
䁙	hjpv	5937
児	hjqb	12014588
鵫	hjqo	42696
睗	hjqr	39419
桌	hjs	74867764
睲	hjtg	117167
㲃	hjxc	4170
占	hk	172771764
战	hka	277030588
䁒	hkbg	5878
梷	hkcs	20553
頕	hkdm	21844
奌	hkdu	417035
睊	hkeg	31972
㣌	hket	4071
虞	hkg	10723764
睈	hkgg	23433
鸆	hkgo	27305
敁	hkhc	75364
瞶	hkhm	825134
瞆	hkhm	29788
覘	hkhq	597750
㓠	hkjh	4170
瞣	hkkn	36242
矂	hkks	419021
觇	hkm	323698
䁚	hkmy	5570
乩	hkn	880738
㤐	hknu	4785
点	hko	1181600000
迠	hkpd	49547
眖	hkqn	140997
卤	hl	4170352
膚	hled	8598870
虜	hlee	3524941
䁌	hleg	6186
盀	hlf	34653
䁺	hlff	6037
䁼	hlff	6027
䁫	hlfo	5749
䁵	hlge	5818
睤	hlgj	26015
㔽	hlkf	5401
㪭	hllc	3763
盧	hlld	8171905
㔧	hlle	4567
顱	hllm	379303
鸕	hllo	83903
䁲	hlmy	6126
卣	hln	391218
勴	hlne	84697
慮	hlni	1747576
逌	hlnp	60470
䚃	hlnq	3604
鹺	hloa	33263
鹷	hloc	30880
䴝	hloc	3644
䴜	hloc	3604
䴛	hloe	3683
鹹	hlok	3932047
鹶	hlon	23731
鹵	hlou	4080988
鹼	hlow	2661082
鹸	hlow	124117
鹻	hlow	22440
䴚	hlow	3733
䴞	hloy	3673
鹾	hlra	225397
禼	hlrc	34554
䁪	hlrh	5500
卥	hlry	31873
睏	hlsy	1330541
瞜	hlvg	140997
㮚	hlws	4180
贞	hm	15291294
㕟	hmac	3872
䁸	hmae	6136
欳	hmaw	35547
睓	hmaw	23830
眏	hmdy	162842
睭	hmfk	77945
眮	hmgk	69704
䀻	hmgn	7020
䁗	hmgu	5520
卨	hmnk	61264
遉	hmpi	83208
貞	hmu	8330776
虑	hn	9889694
眠	hna	21745411
䁕	hnaj	5649
瞰	hnb	936343
鼎	hnd	63945411
颅	hndm	4637035
䵻	hndv	3683
凹	hnh	13404705
睱	hnhc	212489
睸	hnhg	26809
兕	hnhq	306818
矚	hnij	153905
県	hniu	305825882
䁹	hnku	6136
㢟	hnpv	3783
鸬	hnq	587821
卢	hnr	31972705
瞩	hnt	579877
虙	hnte	45079
䀣	hntt	6712
忐	hnu	4488094
郻	hnvb	21745
矅	hnwy	71293
䀗	hnwy	5540
眤	hnxn	283981
虚	ho	62158117
矌	hoaw	73477
戯	hoay	3177411
齢	hobc	4776047
歯	hobj	21944000
覷	hohq	1002870
觑	hom	2581647
睒	hooy	67321
瞇	hopy	2204329
瞵	hoq	78640
歔	hoqw	112202
瞨	houg	35348
䁖	hovg	20553
	hovg	1
瞊	hovk	23929
虡	howi	50540
眯	hoy	9313788
瞎	hp	28894588
肻	hpef	31873
睆	hpfq	93137
壑	hpg	2810023
叡	hpgc	1092235
㕢	hpgc	4676
㕡	hpgc	4368
㲊	hpgc	4319
㪫	hpgc	4170
壡	hpgf	25022
睻	hpgg	31178
䪥	hpgg	3783
睿	hpgh	12908235
䜭	hpgk	4398
矉	hpgm	460724
瞚	hpgw	29093
瞑	hpj	986983
睴	hplh	27504
矃	hpns	34157
眈	hpq	1131952
睕	hpqb	33362
眝	hpsh	27802
敹	hptt	243270
餐	hq	83903529
睧	hqaj	29291
眂	hqan	30681
眡	hqay	48157
見	hqb	482569411
覎	hqbd	20951
䀚	hqbj	5649
㣓	hqce	3971
韰	hqcg	52625
䝳	hqcm	3435
粲	hqco	979040
䱗	hqco	3802
㛑	hqcv	3703
瞻	hqd	5272517
䙸	hqfi	3673
䙷	hqfu	3475
䲣	hqgt	19461
	hqgt	1
覞	hqhq	36440
眺	hqi	5381741
䖑	hqjd	3733
眴	hqjg	120145
眳	hqkg	902583
眗	hqkg	33462
睌	hqkq	95223
䂁	hqky	6344
矎	hqmt	35050
䱷	hqot	21646
	hqot	1
鳪	hqoy	30582
瞗	hqoy	29192
䁩	hqoy	5838
眵	hqq	82712
覐	hqrr	20752
䀛	hqrt	5222
䖏	hqry	5997
覹	hqtt	30582
歺	hqu	170785
㱑	hqu	4170
盷	hqug	55505
睁	hqv	42398588
睥	hr	421007
䁓	hrbt	5798
眅	hrcy	136032
虗	hrd	58980
睎	hrdh	65136
眽	hrey	229369
瞃	hrfh	32767
盺	hrh	100287
矈	hrpy	122131
䁛	hrqc	5054
䀿	hrrh	8211
䁀	hrrj	8360
䁻	hrxs	6007
䁶	hryt	5987
盯	hs	60668705
瞟	hsf	6056941
瞫	hsjh	28497
㱒	hskf	3753
䀳	hskg	7079
虨	hsse	21944
䁏	hsvg	6384
睞	hsww	122131
䀯	hsy	6215
睡	ht	127096470
䀨	htdg	6851
䀱	htdh	7317
䀢	htdy	7000
䀒	htfh	5639
歱	htgf	20851
瞴	htgo	110216
矄	htgo	45178
䀪	htgs	6513
眣	htgy	48753
㱗	hthd	4031
䀽	hthp	7417
矏	hthy	36341
䖍	hti	4220
䀩	htkg	6285
矀	htmt	33462
䀥	htni	6384
盵	htnn	43490
辪	htnu	22936
瞅	hto	11319529
矁	hton	121138
眨	htp	10128000
睋	htry	194616
虖	htuf	53122
歬	htuu	21745
歑	htuw	33958
瞛	htwh	35646
處	htwv	71193882
䀲	htxy	6831
瞳	hu	26312941
䁟	huag	5232
眹	hudy	516329
矓	hued	407105
瞯	hueg	84797
䀞	hufh	5778
睠	hugb	43987
瞤	hugg	31674
眫	hugh	24823
䂀	hugy	7427
眻	huh	170785
瞷	hujg	246249
瞕	hujh	27504
䁬	hulj	5739
矙	hunt	872795
䁠	huvw	6910
䁡	huwy	5540
睇	hux	23433411
眼	hv	198588235
睷	hvgp	36143
睩	hviy	38824
眧	hvkg	36738
䁽	hvln	5997
㱕	hvph	3564
䀔	hvyy	5878
䀓	hvyy	5739
具	hw	177736470
虥	hwaa	21546
齿	hwb	15291294
龄	hwbc	28894588
龌	hwbf	2998682
龃	hwbg	456752
龊	hwbh	3058258
龉	hwbk	521294
龆	hwbk	229369
龅	hwbn	1171670
龁	hwbn	62654
龂	hwbr	30781
龈	hwbv	1280894
龀	hwbx	1112094
龇	hwbx	733783
龋	hwby	1320611
瞈	hwcn	43192
彪	hwe	12511058
䖕	hweg	3534
眕	hwet	611651
甝	hwfd	49150
䖛	hwfi	3425
瞪	hwg	19660235
睔	hwga	43788
睽	hwgd	1509270
睑	hwgg	1052517
䀬	hwgg	6553
瞺	hwgj	38923
睮	hwgj	28795
䀫	hwgk	6146
盻	hwgn	159863
䁯	hwgn	5987
瞼	hwgw	1539058
䖜	hwhj	3366
贙	hwhm	26809
覤	hwhq	36440
虤	hwhw	41504
䖌	hwjh	3524
䡞	hwlj	3445
䖖	hwlk	3733
睺	hwnd	61562
䖚	hwqo	3505
虝	hwqr	18667
䖘	hwqy	3693
㮂	hwsu	3852
仧	hwu	187665
虎	hwv	105251764
凣	hwv	38128
盼	hwvt	37136000
睉	hwwf	29391
䬌	hwwj	3723
䀰	hwwk	7635
虪	hwwo	26511
䖋	hwwy	4080
䋰	hwxi	3941
瞧	hwy	27305882
㱓	hwyc	4210
雐	hwyd	17475
睢	hwyg	1916376
䧳	hwyg	3376
虧	hwyn	3802964
此	hx	1390117647
砦	hxd	3743388
眑	hxet	29887
些	hxf	210503529
㘹	hxff	7715
祡	hxfi	118160
眥	hxhf	159863
䀕	hxhh	5838
㫮	hxjf	3723
䀟	hxjh	5451
䖪	hxju	3405
歶	hxjy	29688
呰	hxkf	854922
啙	hxkk	46866
赀	hxm	390225
㠿	hxmh	5014
貲	hxmu	117167
胔	hxmw	88768
觜	hxq	586828
鈭	hxqf	829105
鴜	hxqo	33760
鮆	hxqo	31178
䳄	hxqo	3793
㱔	hxqu	4339
㰣	hxqw	4974
矊	hxrh	445830
㧘	hxrj	3912
柴	hxs	25518588
㭰	hxsm	6930
䖈	hxv	3663
姕	hxvf	77350
雌	hxw	9452800
飺	hxwv	39618
紫	hxx	137025882
䀝	hxxn	5778
訾	hxy	796338
虔	hy	1926305
䁨	hybb	6126
瞮	hyct	25915
䁁	hyiy	7278
㓺	hyjh	4150
瞓	hykh	422000
䁴	hylg	6454
睙	hynd	664277
眿	hyni	85790
䀮	hynk	6990
盳	hynn	73378
䀭	hynw	6126
䁎	hyps	6027
